event_id,product_id,store_id,category,current_stock,shelf_capacity,sales_last_10min,replenishment_pending,timestamp,stockout_risk,label_probability
EVT175412,P001,S04,household,15,30,4,1,2026-06-08T15:52:01.232885,1,0.3028
EVT400602,P002,S01,frozen,4,45,13,0,2026-06-08T15:52:01.232888,0,0.8628
EVT499940,P017,S01,beverages,3,60,17,0,2026-06-08T15:52:01.232890,1,0.95
EVT729682,P019,S02,snacks,1,50,5,0,2026-06-08T15:52:01.232894,0,0.7382
EVT719684,P018,S04,dairy,40,40,5,0,2026-06-08T15:52:01.232897,0,0.2972
EVT259030,P011,S04,beverages,21,60,12,0,2026-06-08T15:52:01.233226,1,0.7258
EVT778312,P008,S02,frozen,3,45,8,1,2026-06-08T15:52:01.233229,0,0.5756
EVT150154,P018,S04,beverages,6,60,2,0,2026-06-08T15:52:01.233231,0,0.6439
EVT514821,P015,S04,beverages,30,60,1,0,2026-06-08T15:52:01.233233,1,0.4444
EVT609791,P004,S01,dairy,31,40,1,0,2026-06-08T15:52:01.233236,0,0.3207
EVT846232,P017,S01,frozen,13,45,12,0,2026-06-08T15:52:01.233238,1,0.7533
EVT655964,P009,S03,household,12,30,15,0,2026-06-08T15:52:01.233241,0,0.7617
EVT928954,P004,S03,snacks,47,50,5,0,2026-06-08T15:52:01.233243,0,0.3242
EVT834518,P003,S04,beverages,25,60,14,0,2026-06-08T15:52:01.233246,1,0.7347
EVT726628,P018,S02,dairy,17,40,16,0,2026-06-08T15:52:01.233248,1,0.7699
EVT232948,P004,S02,dairy,2,40,11,0,2026-06-08T15:52:01.233251,1,0.8414
EVT721020,P003,S03,beverages,58,60,0,0,2026-06-08T15:52:01.233253,0,0.215
EVT542118,P001,S03,bakery,33,35,4,0,2026-06-08T15:52:01.233256,0,0.3035
EVT992760,P009,S02,household,21,30,5,0,2026-06-08T15:52:01.233258,1,0.4322
EVT550478,P014,S01,beverages,42,60,4,0,2026-06-08T15:52:01.233260,0,0.4128
EVT854921,P017,S01,frozen,45,45,1,0,2026-06-08T15:52:01.233263,0,0.2194
EVT133300,P002,S02,frozen,9,45,15,0,2026-06-08T15:52:01.233265,0,0.8517
EVT802888,P016,S02,beverages,0,60,4,0,2026-06-08T15:52:01.233267,1,0.7278
EVT326683,P001,S04,bakery,4,35,12,1,2026-06-08T15:52:01.233270,1,0.6319
EVT572648,P012,S02,dairy,1,40,16,0,2026-06-08T15:52:01.233272,1,0.9499
EVT612137,P013,S02,frozen,2,45,17,0,2026-06-08T15:52:01.233274,1,0.95
EVT424688,P006,S01,frozen,32,45,5,1,2026-06-08T15:52:01.233277,0,0.2272
EVT772310,P018,S03,frozen,9,45,7,1,2026-06-08T15:52:01.233279,0,0.4961
EVT335670,P008,S01,dairy,36,40,5,1,2026-06-08T15:52:01.233282,0,0.1422
EVT729499,P011,S01,household,9,30,11,0,2026-06-08T15:52:01.233285,1,0.7289
EVT581096,P006,S03,bakery,1,35,13,0,2026-06-08T15:52:01.233287,1,0.8899
EVT428420,P006,S02,frozen,35,45,4,0,2026-06-08T15:52:01.233289,1,0.3778
EVT681231,P004,S02,bakery,34,35,3,0,2026-06-08T15:52:01.233292,1,0.2712
EVT779218,P005,S03,frozen,9,45,9,0,2026-06-08T15:52:01.233294,1,0.735
EVT840390,P016,S03,beverages,43,60,1,0,2026-06-08T15:52:01.233297,1,0.3469
EVT469810,P019,S01,bakery,0,35,7,1,2026-06-08T15:52:01.233303,0,0.5861
EVT785339,P011,S03,dairy,4,40,16,0,2026-06-08T15:52:01.233305,1,0.9161
EVT954445,P007,S01,beverages,2,60,4,0,2026-06-08T15:52:01.233308,0,0.7128
EVT888713,P016,S01,beverages,9,60,11,1,2026-06-08T15:52:01.233310,1,0.5964
EVT200219,P013,S04,dairy,8,40,18,0,2026-06-08T15:52:01.233313,1,0.91
EVT933961,P013,S02,bakery,30,35,3,0,2026-06-08T15:52:01.233315,0,0.3226
EVT481585,P013,S01,snacks,34,50,1,0,2026-06-08T15:52:01.233317,1,0.3634
EVT700546,P010,S02,frozen,21,45,6,0,2026-06-08T15:52:01.233320,1,0.5567
EVT740186,P018,S03,dairy,1,40,0,0,2026-06-08T15:52:01.233322,0,0.6387
EVT625317,P018,S03,bakery,15,35,10,0,2026-06-08T15:52:01.233324,0,0.6516
EVT991640,P001,S02,household,1,30,1,0,2026-06-08T15:52:01.233327,1,0.6544
EVT649230,P011,S01,bakery,26,35,2,0,2026-06-08T15:52:01.233329,0,0.3546
EVT513762,P002,S03,frozen,20,45,0,0,2026-06-08T15:52:01.233331,0,0.45
EVT339184,P015,S01,bakery,16,35,1,0,2026-06-08T15:52:01.233334,0,0.4637
EVT291211,P010,S04,frozen,36,45,1,0,2026-06-08T15:52:01.233336,0,0.3094
EVT155057,P018,S01,household,2,30,3,0,2026-06-08T15:52:01.233339,1,0.6783
EVT888860,P019,S03,beverages,17,60,8,0,2026-06-08T15:52:01.233341,0,0.6781
EVT736135,P014,S03,dairy,33,40,3,0,2026-06-08T15:52:01.233343,0,0.3371
EVT216890,P006,S02,snacks,3,50,14,1,2026-06-08T15:52:01.233346,1,0.6952
EVT429155,P013,S04,household,4,30,5,0,2026-06-08T15:52:01.233349,0,0.6872
EVT175226,P009,S01,frozen,18,45,15,0,2026-06-08T15:52:01.233351,1,0.7617
EVT860893,P012,S01,household,21,30,5,0,2026-06-08T15:52:01.233354,0,0.4322
EVT459556,P020,S01,household,8,30,15,0,2026-06-08T15:52:01.233356,1,0.8217
EVT430243,P015,S03,snacks,11,50,12,1,2026-06-08T15:52:01.233358,1,0.5843
EVT808740,P020,S04,dairy,6,40,17,0,2026-06-08T15:52:01.233361,1,0.9131
EVT130695,P015,S02,dairy,5,40,5,0,2026-06-08T15:52:01.233363,1,0.691
EVT102846,P003,S01,dairy,3,40,16,0,2026-06-08T15:52:01.233366,1,0.9274
EVT398863,P008,S02,frozen,5,45,18,0,2026-06-08T15:52:01.233368,1,0.95
EVT264868,P020,S03,snacks,0,50,0,0,2026-06-08T15:52:01.233370,1,0.65
EVT140366,P018,S01,household,17,30,0,0,2026-06-08T15:52:01.233373,0,0.395
EVT475103,P002,S01,bakery,7,35,16,0,2026-06-08T15:52:01.233375,1,0.8711
EVT455825,P015,S01,frozen,45,45,3,0,2026-06-08T15:52:01.233377,0,0.2583
EVT885001,P017,S03,beverages,5,60,14,1,2026-06-08T15:52:01.233380,1,0.6847
EVT320209,P020,S04,beverages,26,60,11,0,2026-06-08T15:52:01.233382,1,0.6689
EVT562844,P017,S01,frozen,6,45,12,0,2026-06-08T15:52:01.233385,1,0.8233
EVT807446,P008,S02,beverages,6,60,4,0,2026-06-08T15:52:01.233387,0,0.6828
EVT156907,P012,S04,snacks,46,50,1,0,2026-06-08T15:52:01.233389,1,0.2554
EVT677522,P018,S03,beverages,57,60,0,0,2026-06-08T15:52:01.233392,0,0.2225
EVT904257,P017,S04,dairy,24,40,1,0,2026-06-08T15:52:01.233394,0,0.3994
EVT546565,P019,S01,dairy,20,40,1,0,2026-06-08T15:52:01.233485,0,0.4444
EVT284196,P007,S04,beverages,17,60,14,0,2026-06-08T15:52:01.233489,1,0.7947
EVT450524,P017,S04,bakery,21,35,6,1,2026-06-08T15:52:01.233492,0,0.2967
EVT875920,P016,S03,snacks,39,50,6,0,2026-06-08T15:52:01.233495,0,0.4157
EVT977810,P009,S01,bakery,18,35,0,0,2026-06-08T15:52:01.233497,0,0.4186
EVT636082,P007,S01,household,26,30,2,0,2026-06-08T15:52:01.233500,1,0.2989
EVT594474,P013,S03,beverages,32,60,1,0,2026-06-08T15:52:01.233502,1,0.4294
EVT629865,P015,S02,snacks,16,50,15,0,2026-06-08T15:52:01.233505,1,0.7977
EVT808638,P017,S04,bakery,18,35,5,1,2026-06-08T15:52:01.233507,1,0.3158
EVT696486,P003,S03,frozen,42,45,1,0,2026-06-08T15:52:01.233510,0,0.2494
EVT665435,P010,S02,snacks,26,50,6,0,2026-06-08T15:52:01.233512,1,0.5327
EVT218857,P007,S01,frozen,27,45,6,0,2026-06-08T15:52:01.233515,0,0.4967
EVT334367,P019,S01,snacks,16,50,12,0,2026-06-08T15:52:01.233518,0,0.7393
EVT635615,P011,S01,bakery,19,35,0,0,2026-06-08T15:52:01.233520,0,0.4057
EVT703182,P013,S04,frozen,7,45,3,0,2026-06-08T15:52:01.233523,0,0.6383
EVT205346,P005,S02,bakery,22,35,2,0,2026-06-08T15:52:01.233525,1,0.406
EVT355927,P017,S03,snacks,20,50,13,0,2026-06-08T15:52:01.233528,1,0.7228
EVT554583,P005,S04,snacks,30,50,6,0,2026-06-08T15:52:01.233530,1,0.4967
EVT281141,P017,S03,household,15,30,11,1,2026-06-08T15:52:01.233532,0,0.4389
EVT135233,P001,S02,snacks,38,50,2,0,2026-06-08T15:52:01.233536,0,0.3469
EVT598651,P003,S01,dairy,12,40,10,0,2026-06-08T15:52:01.233539,0,0.7094
EVT461980,P010,S02,household,17,30,0,0,2026-06-08T15:52:01.233541,0,0.395
EVT814341,P005,S02,bakery,33,35,1,0,2026-06-08T15:52:01.233544,0,0.2452
EVT551544,P016,S03,frozen,33,45,1,0,2026-06-08T15:52:01.233546,1,0.3394
EVT787899,P020,S01,beverages,5,60,15,0,2026-06-08T15:52:01.233548,0,0.9042
EVT752540,P001,S02,household,16,30,9,1,2026-06-08T15:52:01.233551,0,0.385
EVT276398,P010,S02,frozen,9,45,11,1,2026-06-08T15:52:01.233553,1,0.5739
EVT737579,P011,S03,dairy,12,40,6,1,2026-06-08T15:52:01.233556,0,0.4317
EVT782248,P012,S03,bakery,1,35,12,1,2026-06-08T15:52:01.233558,1,0.6705
EVT163490,P013,S03,beverages,4,60,0,0,2026-06-08T15:52:01.233561,1,0.62
EVT411991,P002,S03,snacks,2,50,14,1,2026-06-08T15:52:01.233563,1,0.7042
EVT463132,P006,S03,snacks,9,50,2,0,2026-06-08T15:52:01.233566,1,0.6079
EVT517823,P007,S04,bakery,4,35,11,1,2026-06-08T15:52:01.233568,1,0.6125
EVT898883,P018,S04,dairy,15,40,7,0,2026-06-08T15:52:01.233571,0,0.6174
EVT614701,P005,S03,dairy,21,40,3,0,2026-06-08T15:52:01.233573,0,0.4721
EVT694570,P019,S02,beverages,27,60,2,1,2026-06-08T15:52:01.233576,0,0.2864
EVT664914,P009,S03,snacks,3,50,1,0,2026-06-08T15:52:01.233578,1,0.6424
EVT441675,P016,S02,bakery,17,35,6,1,2026-06-08T15:52:01.233581,0,0.3481
EVT871051,P019,S01,household,11,30,8,0,2026-06-08T15:52:01.233583,1,0.6406
EVT780791,P012,S01,bakery,17,35,2,0,2026-06-08T15:52:01.233591,0,0.4703
EVT995516,P001,S03,frozen,21,45,5,0,2026-06-08T15:52:01.233593,1,0.5372
EVT483600,P017,S03,snacks,18,50,9,0,2026-06-08T15:52:01.233596,0,0.663
EVT568328,P002,S04,snacks,5,50,12,0,2026-06-08T15:52:01.233598,1,0.8383
EVT781230,P011,S03,beverages,50,60,1,0,2026-06-08T15:52:01.233601,0,0.2944
EVT825043,P016,S02,bakery,27,35,1,0,2026-06-08T15:52:01.233603,0,0.3223
EVT933328,P006,S01,frozen,35,45,3,0,2026-06-08T15:52:01.233606,1,0.3583
EVT550405,P004,S01,dairy,16,40,8,0,2026-06-08T15:52:01.233608,0,0.6256
EVT717584,P003,S02,bakery,30,35,0,0,2026-06-08T15:52:01.233611,0,0.2643
EVT848078,P014,S02,household,22,30,3,1,2026-06-08T15:52:01.233613,0,0.1783
EVT136207,P006,S01,beverages,11,60,10,1,2026-06-08T15:52:01.233616,0,0.5619
EVT594087,P013,S01,dairy,6,40,10,0,2026-06-08T15:52:01.233618,0,0.7769
EVT129248,P007,S03,bakery,15,35,1,0,2026-06-08T15:52:01.233621,0,0.4766
EVT374279,P009,S03,beverages,42,60,1,0,2026-06-08T15:52:01.233624,0,0.3544
EVT905748,P009,S03,beverages,5,60,14,0,2026-06-08T15:52:01.233626,1,0.8847
EVT885661,P011,S01,bakery,33,35,0,0,2026-06-08T15:52:01.233629,0,0.2257
EVT501174,P015,S03,dairy,39,40,6,0,2026-06-08T15:52:01.233631,0,0.3279
EVT547699,P020,S04,snacks,22,50,2,0,2026-06-08T15:52:01.233634,0,0.4909
EVT303216,P002,S02,household,5,30,0,0,2026-06-08T15:52:01.233636,1,0.575
EVT596775,P005,S02,beverages,40,60,4,0,2026-06-08T15:52:01.233639,0,0.4278
EVT217469,P014,S02,frozen,45,45,2,0,2026-06-08T15:52:01.233642,1,0.2389
EVT887700,P017,S03,household,4,30,5,0,2026-06-08T15:52:01.233644,1,0.6872
EVT554492,P002,S01,bakery,6,35,6,1,2026-06-08T15:52:01.233647,0,0.4895
EVT513056,P018,S01,household,14,30,2,0,2026-06-08T15:52:01.233649,1,0.4789
EVT264166,P017,S03,dairy,24,40,2,0,2026-06-08T15:52:01.233652,1,0.4189
EVT598522,P019,S02,snacks,46,50,5,0,2026-06-08T15:52:01.233654,1,0.3332
EVT638066,P014,S02,dairy,24,40,1,0,2026-06-08T15:52:01.233657,0,0.3994
EVT868717,P014,S03,beverages,5,60,11,0,2026-06-08T15:52:01.233659,1,0.8264
EVT220701,P017,S01,snacks,40,50,1,0,2026-06-08T15:52:01.233662,0,0.3094
EVT158186,P001,S02,beverages,1,60,12,0,2026-06-08T15:52:01.233664,1,0.8758
EVT313827,P005,S01,beverages,5,60,14,0,2026-06-08T15:52:01.233667,1,0.8847
EVT289917,P007,S03,snacks,36,50,3,0,2026-06-08T15:52:01.233669,0,0.3843
EVT742426,P003,S03,snacks,9,50,3,0,2026-06-08T15:52:01.233671,1,0.6273
EVT157538,P014,S04,snacks,13,50,11,0,2026-06-08T15:52:01.233674,1,0.7469
EVT786840,P006,S04,beverages,0,60,10,0,2026-06-08T15:52:01.233676,1,0.8444
EVT918906,P002,S04,household,7,30,0,0,2026-06-08T15:52:01.233679,1,0.545
EVT146468,P015,S04,beverages,13,60,9,1,2026-06-08T15:52:01.233681,0,0.5275
EVT305310,P013,S04,beverages,8,60,2,0,2026-06-08T15:52:01.233684,1,0.6289
EVT891638,P009,S03,beverages,51,60,4,0,2026-06-08T15:52:01.233686,0,0.3453
EVT965401,P017,S04,snacks,9,50,2,0,2026-06-08T15:52:01.233689,0,0.6079
EVT663813,P020,S02,frozen,36,45,2,0,2026-06-08T15:52:01.233692,0,0.3289
EVT286441,P011,S04,frozen,15,45,8,0,2026-06-08T15:52:01.233694,1,0.6556
EVT420792,P007,S02,snacks,24,50,2,0,2026-06-08T15:52:01.233697,0,0.4729
EVT997446,P005,S02,dairy,9,40,6,1,2026-06-08T15:52:01.233699,0,0.4654
EVT680512,P016,S02,frozen,3,45,7,1,2026-06-08T15:52:01.233706,1,0.5561
EVT499049,P011,S01,snacks,49,50,2,0,2026-06-08T15:52:01.233709,0,0.2479
EVT405379,P019,S01,beverages,42,60,1,0,2026-06-08T15:52:01.233712,1,0.3544
EVT891759,P010,S03,bakery,18,35,2,0,2026-06-08T15:52:01.233714,0,0.4575
EVT187237,P008,S04,dairy,8,40,15,0,2026-06-08T15:52:01.233717,1,0.8517
EVT810583,P003,S01,frozen,5,45,15,0,2026-06-08T15:52:01.233719,1,0.8917
EVT167046,P008,S04,beverages,17,60,8,0,2026-06-08T15:52:01.233722,1,0.6781
EVT337491,P001,S01,dairy,30,40,6,0,2026-06-08T15:52:01.233724,0,0.4292
EVT729471,P014,S04,dairy,11,40,11,0,2026-06-08T15:52:01.233727,0,0.7401
EVT152849,P007,S04,bakery,17,35,10,0,2026-06-08T15:52:01.233729,1,0.6259
EVT930287,P010,S03,household,23,30,2,0,2026-06-08T15:52:01.233732,0,0.3439
EVT585059,P002,S03,snacks,2,50,12,0,2026-06-08T15:52:01.233734,0,0.8653
EVT231456,P017,S01,frozen,25,45,1,1,2026-06-08T15:52:01.233737,0,0.2194
EVT435528,P008,S01,snacks,50,50,4,0,2026-06-08T15:52:01.233739,1,0.2778
EVT319215,P007,S04,bakery,29,35,1,1,2026-06-08T15:52:01.233742,0,0.0966
EVT997104,P014,S04,frozen,27,45,5,0,2026-06-08T15:52:01.233745,1,0.4772
EVT481625,P004,S03,bakery,15,35,16,0,2026-06-08T15:52:01.233747,1,0.7683
EVT646585,P007,S01,beverages,6,60,10,1,2026-06-08T15:52:01.233750,0,0.5994
EVT880593,P004,S03,household,12,30,11,0,2026-06-08T15:52:01.233752,0,0.6839
EVT565792,P016,S01,snacks,41,50,3,1,2026-06-08T15:52:01.233755,0,0.1393
EVT343267,P008,S03,household,2,30,18,0,2026-06-08T15:52:01.233757,1,0.95
EVT434806,P007,S04,household,10,30,9,1,2026-06-08T15:52:01.233760,0,0.475
EVT784829,P008,S01,dairy,3,40,0,0,2026-06-08T15:52:01.233762,0,0.6162
EVT608878,P004,S03,bakery,19,35,2,0,2026-06-08T15:52:01.233764,0,0.4446
EVT683186,P011,S01,snacks,46,50,3,0,2026-06-08T15:52:01.233767,0,0.2943
EVT591535,P011,S03,beverages,55,60,6,0,2026-06-08T15:52:01.233770,1,0.3542
EVT357492,P005,S02,frozen,24,45,5,0,2026-06-08T15:52:01.233772,1,0.5072
EVT518060,P020,S02,household,16,30,6,1,2026-06-08T15:52:01.233775,0,0.3267
EVT259906,P002,S01,beverages,30,60,0,1,2026-06-08T15:52:01.233777,0,0.225
EVT926067,P005,S02,beverages,20,60,11,0,2026-06-08T15:52:01.233780,1,0.7139
EVT636522,P010,S03,beverages,44,60,5,0,2026-06-08T15:52:01.233782,1,0.4172
EVT971039,P011,S04,household,7,30,12,0,2026-06-08T15:52:01.233785,1,0.7783
EVT896773,P002,S03,frozen,12,45,14,0,2026-06-08T15:52:01.233793,0,0.8022
EVT636601,P010,S02,household,23,30,4,1,2026-06-08T15:52:01.233796,0,0.1828
EVT122340,P015,S04,snacks,12,50,9,1,2026-06-08T15:52:01.233802,1,0.517
EVT600898,P001,S03,household,9,30,16,0,2026-06-08T15:52:01.233805,0,0.8261
EVT763826,P004,S02,bakery,4,35,2,0,2026-06-08T15:52:01.233807,1,0.6375
EVT587264,P019,S02,frozen,2,45,13,0,2026-06-08T15:52:01.233809,1,0.8828
EVT660411,P018,S03,bakery,0,35,15,1,2026-06-08T15:52:01.233812,1,0.7417
EVT417502,P001,S04,bakery,28,35,6,1,2026-06-08T15:52:01.233814,0,0.2067
EVT765315,P011,S01,frozen,19,45,11,0,2026-06-08T15:52:01.233817,1,0.6739
EVT113708,P011,S02,snacks,5,50,14,0,2026-06-08T15:52:01.233819,1,0.8772
EVT105510,P006,S02,bakery,1,35,0,0,2026-06-08T15:52:01.233821,1,0.6371
EVT200420,P006,S01,bakery,33,35,0,0,2026-06-08T15:52:01.233823,0,0.2257
EVT251123,P017,S03,bakery,21,35,0,0,2026-06-08T15:52:01.233826,0,0.38
EVT927038,P007,S04,beverages,16,60,11,0,2026-06-08T15:52:01.233828,1,0.7439
EVT768141,P001,S02,household,4,30,11,0,2026-06-08T15:52:01.233830,1,0.8039
EVT108286,P010,S02,frozen,5,45,1,0,2026-06-08T15:52:01.233833,0,0.6194
EVT135637,P010,S03,frozen,6,45,17,0,2026-06-08T15:52:01.233835,1,0.9206
EVT801220,P006,S04,frozen,42,45,2,0,2026-06-08T15:52:01.233837,0,0.2689
EVT276703,P006,S04,bakery,22,35,3,0,2026-06-08T15:52:01.233840,0,0.4255
EVT434997,P015,S04,beverages,11,60,8,1,2026-06-08T15:52:01.233842,1,0.5231
EVT810954,P002,S03,frozen,16,45,12,0,2026-06-08T15:52:01.233845,1,0.7233
EVT932798,P017,S03,beverages,19,60,12,0,2026-06-08T15:52:01.233847,1,0.7408
EVT199037,P020,S01,bakery,5,35,5,0,2026-06-08T15:52:01.233850,1,0.6829
EVT710381,P014,S03,bakery,8,35,10,1,2026-06-08T15:52:01.233852,1,0.5416
EVT623206,P010,S02,beverages,2,60,15,0,2026-06-08T15:52:01.233854,1,0.9267
EVT425999,P019,S01,frozen,45,45,5,1,2026-06-08T15:52:01.233857,0,0.0972
EVT932166,P015,S04,snacks,16,50,14,0,2026-06-08T15:52:01.233859,1,0.7782
EVT109549,P014,S04,bakery,17,35,5,0,2026-06-08T15:52:01.233861,0,0.5287
EVT950934,P019,S02,frozen,4,45,2,0,2026-06-08T15:52:01.233864,1,0.6489
EVT620098,P019,S04,bakery,28,35,1,0,2026-06-08T15:52:01.233866,0,0.3094
EVT449157,P007,S03,frozen,9,45,2,0,2026-06-08T15:52:01.233868,1,0.5989
EVT472141,P005,S03,beverages,0,60,14,0,2026-06-08T15:52:01.233871,1,0.9222
EVT842495,P015,S02,frozen,31,45,6,0,2026-06-08T15:52:01.233874,1,0.4567
EVT436080,P009,S02,beverages,37,60,0,0,2026-06-08T15:52:01.233876,1,0.3725
EVT833884,P007,S01,snacks,13,50,8,0,2026-06-08T15:52:01.233878,1,0.6886
EVT571136,P003,S02,snacks,42,50,1,0,2026-06-08T15:52:01.233881,1,0.2914
EVT362837,P003,S03,beverages,5,60,10,0,2026-06-08T15:52:01.233883,1,0.8069
EVT722516,P002,S01,snacks,11,50,16,0,2026-06-08T15:52:01.233885,1,0.8621
EVT218994,P006,S02,beverages,37,60,4,0,2026-06-08T15:52:01.233888,0,0.4503
EVT357958,P020,S02,frozen,4,45,1,0,2026-06-08T15:52:01.233890,1,0.6294
EVT408347,P017,S01,frozen,8,45,10,1,2026-06-08T15:52:01.233893,0,0.5644
EVT284197,P011,S04,beverages,54,60,1,1,2026-06-08T15:52:01.233899,0,0.0644
EVT702774,P017,S01,dairy,10,40,11,0,2026-06-08T15:52:01.233902,0,0.7514
EVT313985,P016,S03,beverages,5,60,1,0,2026-06-08T15:52:01.233904,0,0.6319
EVT836991,P019,S02,household,4,30,17,0,2026-06-08T15:52:01.233906,1,0.9206
EVT867853,P014,S02,household,19,30,3,0,2026-06-08T15:52:01.233909,0,0.4233
EVT979520,P006,S03,beverages,43,60,0,1,2026-06-08T15:52:01.233911,0,0.1275
EVT635746,P004,S02,dairy,0,40,12,0,2026-06-08T15:52:01.233914,0,0.8833
EVT409477,P002,S03,frozen,5,45,1,0,2026-06-08T15:52:01.233916,1,0.6194
EVT964273,P008,S03,snacks,1,50,3,0,2026-06-08T15:52:01.233918,1,0.6993
EVT929292,P007,S03,household,7,30,13,0,2026-06-08T15:52:01.233920,1,0.7978
EVT330896,P007,S03,household,9,30,12,0,2026-06-08T15:52:01.233923,0,0.7483
EVT107495,P014,S02,household,9,30,8,0,2026-06-08T15:52:01.233925,1,0.6706
EVT499889,P010,S01,bakery,27,35,4,0,2026-06-08T15:52:01.233927,0,0.3806
EVT328677,P008,S01,frozen,3,45,14,0,2026-06-08T15:52:01.233929,1,0.8922
EVT892820,P019,S03,bakery,34,35,1,0,2026-06-08T15:52:01.233932,0,0.2323
EVT250033,P009,S03,frozen,12,45,10,1,2026-06-08T15:52:01.233934,1,0.5244
EVT189790,P004,S03,dairy,19,40,5,0,2026-06-08T15:52:01.233937,0,0.5335
EVT767701,P007,S01,beverages,3,60,18,0,2026-06-08T15:52:01.233939,1,0.95
EVT827470,P010,S02,household,0,30,11,1,2026-06-08T15:52:01.233941,1,0.6639
EVT239353,P009,S03,frozen,33,45,3,0,2026-06-08T15:52:01.233944,0,0.3783
EVT207003,P001,S03,dairy,34,40,6,0,2026-06-08T15:52:01.233946,1,0.3842
EVT253254,P017,S02,snacks,23,50,5,0,2026-06-08T15:52:01.233949,0,0.5402
EVT985307,P006,S03,bakery,8,35,11,0,2026-06-08T15:52:01.233952,1,0.761
EVT363608,P005,S03,dairy,14,40,9,0,2026-06-08T15:52:01.233954,1,0.6675
EVT825257,P004,S02,frozen,21,45,1,0,2026-06-08T15:52:01.233956,1,0.4594
EVT843700,P002,S02,household,25,30,4,0,2026-06-08T15:52:01.233959,1,0.3528
EVT394982,P019,S04,snacks,48,50,3,0,2026-06-08T15:52:01.233961,1,0.2763
EVT948026,P009,S01,frozen,11,45,14,1,2026-06-08T15:52:01.233963,0,0.6122
EVT546527,P006,S01,snacks,14,50,9,0,2026-06-08T15:52:01.233966,1,0.699
EVT436895,P006,S04,frozen,10,45,4,0,2026-06-08T15:52:01.233968,1,0.6278
EVT529444,P014,S04,household,21,30,3,0,2026-06-08T15:52:01.233971,0,0.3933
EVT600837,P003,S04,snacks,10,50,4,0,2026-06-08T15:52:01.233973,0,0.6378
EVT367597,P020,S03,frozen,22,45,5,0,2026-06-08T15:52:01.233976,0,0.5272
EVT829569,P003,S04,household,17,30,1,0,2026-06-08T15:52:01.233979,0,0.4144
EVT915198,P007,S01,frozen,9,45,15,0,2026-06-08T15:52:01.233983,1,0.8517
EVT387155,P006,S04,beverages,27,60,6,0,2026-06-08T15:52:01.233986,0,0.5642
EVT413014,P020,S02,frozen,3,45,0,0,2026-06-08T15:52:01.233989,1,0.62
EVT493347,P004,S04,frozen,33,45,1,0,2026-06-08T15:52:01.233992,0,0.3394
EVT803881,P012,S04,snacks,4,50,10,0,2026-06-08T15:52:01.233995,0,0.8084
EVT857906,P020,S01,snacks,1,50,11,0,2026-06-08T15:52:01.234002,1,0.8549
EVT702247,P015,S03,household,17,30,3,0,2026-06-08T15:52:01.234005,0,0.4533
EVT472883,P001,S04,beverages,32,60,4,0,2026-06-08T15:52:01.234008,0,0.4878
EVT567577,P005,S01,dairy,10,40,9,0,2026-06-08T15:52:01.234010,1,0.7125
EVT346875,P012,S02,snacks,45,50,4,1,2026-06-08T15:52:01.234013,0,0.1228
EVT166341,P013,S03,household,23,30,4,0,2026-06-08T15:52:01.234015,0,0.3828
EVT317653,P011,S01,snacks,6,50,2,0,2026-06-08T15:52:01.234018,0,0.6349
EVT843445,P013,S03,frozen,27,45,6,0,2026-06-08T15:52:01.234020,1,0.4967
EVT991119,P020,S04,frozen,2,45,13,1,2026-06-08T15:52:01.234023,1,0.6828
EVT759881,P012,S02,household,24,30,5,0,2026-06-08T15:52:01.234026,0,0.3872
EVT967174,P020,S04,bakery,33,35,5,1,2026-06-08T15:52:01.234031,1,0.1229
EVT746406,P018,S03,household,5,30,3,0,2026-06-08T15:52:01.234035,1,0.6333
EVT660454,P016,S04,dairy,25,40,6,0,2026-06-08T15:52:01.234038,1,0.4854
EVT392229,P016,S01,frozen,24,45,6,1,2026-06-08T15:52:01.234042,0,0.3267
EVT517947,P012,S04,snacks,24,50,0,0,2026-06-08T15:52:01.234045,1,0.434
EVT949858,P011,S04,beverages,10,60,7,0,2026-06-08T15:52:01.234048,1,0.7111
EVT701643,P019,S01,dairy,12,40,12,0,2026-06-08T15:52:01.234051,1,0.7483
EVT862054,P018,S04,frozen,40,45,5,0,2026-06-08T15:52:01.234054,0,0.3472
EVT506151,P013,S02,frozen,4,45,1,0,2026-06-08T15:52:01.234056,0,0.6294
EVT529710,P018,S03,bakery,14,35,16,0,2026-06-08T15:52:01.234060,1,0.7811
EVT481417,P008,S04,household,15,30,9,0,2026-06-08T15:52:01.234062,1,0.6
EVT730510,P002,S04,snacks,30,50,1,0,2026-06-08T15:52:01.234065,0,0.3994
EVT534254,P014,S03,snacks,22,50,3,0,2026-06-08T15:52:01.234067,1,0.5103
EVT980622,P004,S04,bakery,8,35,12,0,2026-06-08T15:52:01.234070,1,0.7805
EVT271465,P011,S04,beverages,12,60,11,0,2026-06-08T15:52:01.234072,1,0.7739
EVT997628,P010,S03,beverages,28,60,0,1,2026-06-08T15:52:01.234075,0,0.24
EVT274406,P001,S04,dairy,26,40,1,0,2026-06-08T15:52:01.234078,1,0.3769
EVT617051,P014,S01,frozen,8,45,12,0,2026-06-08T15:52:01.234080,1,0.8033
EVT864771,P014,S01,bakery,4,35,0,0,2026-06-08T15:52:01.234083,1,0.5986
EVT669614,P006,S02,beverages,52,60,2,0,2026-06-08T15:52:01.234086,0,0.2989
