event_id,product_id,store_id,category,current_stock,shelf_capacity,sales_last_10min,replenishment_pending,timestamp
EVT240653,P011,S01,beverages,57,60,0,0,2026-06-08T15:52:01.232411
EVT244073,P007,S02,dairy,29,40,2,1,2026-06-08T15:52:01.232413
EVT173647,P006,S01,dairy,6,40,7,1,2026-06-08T15:52:01.232416
EVT132265,P001,S03,dairy,4,40,18,0,2026-06-08T15:52:01.232418
EVT323272,P010,S04,bakery,24,35,3,1,2026-06-08T15:52:01.232420
EVT375085,P007,S04,beverages,51,60,2,0,2026-06-08T15:52:01.232423
EVT143257,P007,S01,frozen,36,45,0,0,2026-06-08T15:52:01.232425
EVT796964,P018,S03,beverages,59,60,4,0,2026-06-08T15:52:01.232428
EVT437499,P006,S04,beverages,31,60,3,0,2026-06-08T15:52:01.232430
EVT710409,P017,S03,beverages,11,60,8,0,2026-06-08T15:52:01.232432
EVT879462,P014,S01,frozen,8,45,10,0,2026-06-08T15:52:01.232435
EVT694189,P018,S01,household,12,30,13,0,2026-06-08T15:52:01.232437
EVT797419,P012,S02,household,15,30,6,0,2026-06-08T15:52:01.232440
EVT900525,P005,S04,beverages,43,60,3,0,2026-06-08T15:52:01.232442
EVT962383,P018,S01,household,28,30,1,0,2026-06-08T15:52:01.232444
EVT136131,P016,S04,household,2,30,1,0,2026-06-08T15:52:01.232447
EVT602903,P019,S01,bakery,27,35,2,1,2026-06-08T15:52:01.232450
EVT736484,P014,S04,bakery,7,35,12,0,2026-06-08T15:52:01.232452
EVT382015,P012,S03,dairy,33,40,5,0,2026-06-08T15:52:01.232458
EVT882566,P017,S04,bakery,4,35,4,0,2026-06-08T15:52:01.232461
EVT101959,P006,S02,snacks,34,50,5,0,2026-06-08T15:52:01.232463
EVT566149,P007,S04,household,10,30,6,1,2026-06-08T15:52:01.232466
EVT895089,P005,S04,bakery,16,35,6,0,2026-06-08T15:52:01.232468
EVT920475,P010,S02,household,2,30,10,0,2026-06-08T15:52:01.232470
EVT425264,P003,S03,household,16,30,9,1,2026-06-08T15:52:01.232473
EVT955074,P010,S03,beverages,37,60,0,0,2026-06-08T15:52:01.232475
EVT687749,P003,S01,beverages,33,60,5,0,2026-06-08T15:52:01.232477
EVT689434,P003,S03,frozen,4,45,7,1,2026-06-08T15:52:01.232480
EVT762307,P004,S03,snacks,36,50,2,0,2026-06-08T15:52:01.232482
EVT704752,P002,S01,bakery,1,35,12,0,2026-06-08T15:52:01.232485
EVT179206,P016,S03,snacks,41,50,0,0,2026-06-08T15:52:01.232487
EVT948778,P008,S02,household,7,30,1,0,2026-06-08T15:52:01.232490
EVT378007,P012,S01,frozen,24,45,2,0,2026-06-08T15:52:01.232492
EVT133383,P017,S01,dairy,21,40,6,0,2026-06-08T15:52:01.232494
EVT209650,P010,S03,snacks,10,50,14,0,2026-06-08T15:52:01.232497
EVT674120,P012,S04,household,3,30,9,1,2026-06-08T15:52:01.232499
EVT549365,P011,S03,snacks,1,50,10,0,2026-06-08T15:52:01.232501
EVT507856,P002,S02,dairy,2,40,9,1,2026-06-08T15:52:01.232504
EVT955195,P004,S02,beverages,6,60,12,0,2026-06-08T15:52:01.232506
EVT388723,P018,S04,beverages,0,60,4,0,2026-06-08T15:52:01.232509
EVT779230,P009,S04,beverages,39,60,6,0,2026-06-08T15:52:01.232511
EVT471143,P003,S02,beverages,49,60,1,0,2026-06-08T15:52:01.232513
EVT667783,P001,S01,frozen,29,45,1,0,2026-06-08T15:52:01.232516
EVT487118,P005,S03,household,16,30,6,0,2026-06-08T15:52:01.232518
EVT506982,P019,S02,dairy,22,40,5,1,2026-06-08T15:52:01.232521
EVT307501,P016,S03,frozen,3,45,18,0,2026-06-08T15:52:01.232523
EVT847472,P017,S01,snacks,0,50,10,1,2026-06-08T15:52:01.232526
EVT217915,P010,S01,household,10,30,10,0,2026-06-08T15:52:01.232528
EVT499162,P004,S03,dairy,40,40,4,0,2026-06-08T15:52:01.232531
EVT789050,P003,S01,beverages,49,60,4,0,2026-06-08T15:52:01.232533
EVT172985,P011,S03,dairy,16,40,14,0,2026-06-08T15:52:01.232536
EVT359669,P011,S04,frozen,2,45,1,0,2026-06-08T15:52:01.232538
EVT235432,P017,S04,snacks,21,50,9,0,2026-06-08T15:52:01.232541
EVT934517,P017,S03,bakery,32,35,4,0,2026-06-08T15:52:01.232543
EVT887937,P017,S03,dairy,3,40,10,0,2026-06-08T15:52:01.232546
EVT265718,P014,S04,beverages,39,60,2,0,2026-06-08T15:52:01.232548
EVT554088,P020,S01,frozen,18,45,14,0,2026-06-08T15:52:01.232551
EVT386995,P005,S02,bakery,12,35,7,1,2026-06-08T15:52:01.232555
EVT428818,P014,S04,frozen,32,45,0,0,2026-06-08T15:52:01.232558
EVT423032,P005,S03,dairy,23,40,0,0,2026-06-08T15:52:01.232560
EVT805022,P003,S02,household,10,30,13,0,2026-06-08T15:52:01.232563
EVT954502,P002,S03,frozen,9,45,3,0,2026-06-08T15:52:01.232565
EVT475393,P005,S04,household,1,30,10,0,2026-06-08T15:52:01.232567
EVT835194,P012,S04,dairy,8,40,3,0,2026-06-08T15:52:01.232570
EVT554350,P016,S02,dairy,28,40,1,0,2026-06-08T15:52:01.232572
EVT755542,P011,S03,snacks,2,50,18,0,2026-06-08T15:52:01.232575
EVT732278,P009,S02,beverages,7,60,10,0,2026-06-08T15:52:01.232577
EVT297532,P013,S03,frozen,1,45,4,0,2026-06-08T15:52:01.232579
EVT842398,P012,S02,beverages,8,60,9,0,2026-06-08T15:52:01.232582
EVT862403,P015,S04,household,23,30,5,0,2026-06-08T15:52:01.232584
EVT944157,P011,S01,snacks,10,50,10,1,2026-06-08T15:52:01.232586
EVT558108,P016,S01,snacks,38,50,4,0,2026-06-08T15:52:01.232589
EVT721661,P007,S04,snacks,1,50,2,0,2026-06-08T15:52:01.232591
EVT319311,P016,S01,snacks,34,50,0,0,2026-06-08T15:52:01.232593
EVT206857,P013,S02,beverages,52,60,1,0,2026-06-08T15:52:01.232596
EVT751325,P003,S03,household,27,30,2,1,2026-06-08T15:52:01.232598
EVT492675,P013,S02,snacks,25,50,2,0,2026-06-08T15:52:01.232601
EVT287376,P018,S02,frozen,3,45,5,0,2026-06-08T15:52:01.232603
EVT177721,P017,S03,frozen,0,45,13,0,2026-06-08T15:52:01.232606
EVT964532,P011,S03,dairy,34,40,4,0,2026-06-08T15:52:01.232609
EVT558090,P004,S04,frozen,41,45,6,0,2026-06-08T15:52:01.232611
EVT121977,P018,S03,dairy,38,40,3,0,2026-06-08T15:52:01.232614
EVT541027,P005,S04,dairy,7,40,16,0,2026-06-08T15:52:01.232616
EVT518651,P002,S03,bakery,0,35,18,0,2026-06-08T15:52:01.232618
EVT271675,P019,S04,beverages,54,60,0,0,2026-06-08T15:52:01.232621
EVT147245,P001,S02,household,16,30,4,0,2026-06-08T15:52:01.232623
EVT663561,P004,S04,frozen,35,45,4,0,2026-06-08T15:52:01.232626
EVT363400,P014,S04,bakery,11,35,15,1,2026-06-08T15:52:01.232628
EVT353285,P018,S04,dairy,11,40,8,1,2026-06-08T15:52:01.232630
EVT697084,P010,S04,snacks,22,50,8,0,2026-06-08T15:52:01.232633
EVT461496,P006,S01,bakery,13,35,9,0,2026-06-08T15:52:01.232635
EVT719733,P003,S03,frozen,0,45,17,0,2026-06-08T15:52:01.232637
EVT487104,P004,S03,household,1,30,15,1,2026-06-08T15:52:01.232640
EVT199797,P014,S03,household,11,30,9,1,2026-06-08T15:52:01.232642
EVT882657,P017,S01,frozen,43,45,4,0,2026-06-08T15:52:01.232644
EVT662527,P012,S03,frozen,24,45,2,0,2026-06-08T15:52:01.232647
EVT959609,P007,S04,bakery,18,35,4,0,2026-06-08T15:52:01.232653
EVT761677,P012,S04,bakery,10,35,14,0,2026-06-08T15:52:01.232656
EVT762312,P016,S03,beverages,2,60,13,0,2026-06-08T15:52:01.232658
EVT943963,P013,S03,snacks,15,50,13,0,2026-06-08T15:52:01.232660
EVT465031,P011,S02,dairy,29,40,4,0,2026-06-08T15:52:01.232663
EVT508126,P011,S01,frozen,0,45,13,1,2026-06-08T15:52:01.232665
EVT902038,P014,S03,frozen,7,45,11,0,2026-06-08T15:52:01.232667
EVT874293,P016,S01,dairy,3,40,9,1,2026-06-08T15:52:01.232670
EVT289631,P020,S02,dairy,20,40,4,0,2026-06-08T15:52:01.232672
EVT211453,P007,S04,bakery,27,35,5,0,2026-06-08T15:52:01.232674
EVT819923,P006,S02,frozen,11,45,9,0,2026-06-08T15:52:01.232677
EVT474694,P011,S01,beverages,4,60,13,1,2026-06-08T15:52:01.232679
EVT491702,P008,S04,bakery,17,35,11,0,2026-06-08T15:52:01.232681
EVT507693,P010,S03,frozen,7,45,4,0,2026-06-08T15:52:01.232684
EVT883995,P003,S04,snacks,49,50,5,0,2026-06-08T15:52:01.232686
EVT311550,P017,S01,snacks,1,50,11,1,2026-06-08T15:52:01.232689
EVT326747,P012,S02,dairy,9,40,6,1,2026-06-08T15:52:01.232691
EVT300189,P014,S03,dairy,10,40,7,0,2026-06-08T15:52:01.232693
EVT957379,P004,S02,bakery,24,35,2,0,2026-06-08T15:52:01.232696
EVT194936,P005,S03,household,29,30,4,0,2026-06-08T15:52:01.232699
EVT431989,P011,S04,snacks,5,50,10,1,2026-06-08T15:52:01.232701
EVT528762,P004,S03,bakery,0,35,17,0,2026-06-08T15:52:01.232704
EVT678748,P014,S02,snacks,26,50,0,0,2026-06-08T15:52:01.232706
EVT744746,P001,S02,snacks,5,50,9,1,2026-06-08T15:52:01.232708
EVT634588,P020,S04,dairy,12,40,13,1,2026-06-08T15:52:01.232710
EVT489749,P010,S02,frozen,19,45,12,0,2026-06-08T15:52:01.232713
EVT972693,P018,S01,frozen,26,45,1,0,2026-06-08T15:52:01.232715
EVT551868,P010,S04,dairy,13,40,7,1,2026-06-08T15:52:01.232718
EVT806964,P007,S02,frozen,0,45,4,0,2026-06-08T15:52:01.232720
EVT402442,P017,S03,frozen,1,45,17,0,2026-06-08T15:52:01.232722
EVT785616,P020,S04,bakery,25,35,1,0,2026-06-08T15:52:01.232725
EVT870479,P014,S03,dairy,28,40,5,0,2026-06-08T15:52:01.232727
EVT386553,P019,S01,household,14,30,8,1,2026-06-08T15:52:01.232729
EVT898151,P018,S01,bakery,22,35,6,0,2026-06-08T15:52:01.232732
EVT392207,P003,S04,beverages,35,60,0,0,2026-06-08T15:52:01.232734
EVT500677,P011,S02,snacks,20,50,9,0,2026-06-08T15:52:01.232737
EVT926271,P011,S03,snacks,20,50,15,0,2026-06-08T15:52:01.232740
EVT336959,P007,S03,snacks,30,50,1,0,2026-06-08T15:52:01.232742
EVT197125,P007,S04,frozen,10,45,12,1,2026-06-08T15:52:01.232744
EVT253305,P006,S02,dairy,6,40,10,0,2026-06-08T15:52:01.232750
EVT715781,P001,S02,frozen,14,45,8,0,2026-06-08T15:52:01.232752
EVT991664,P004,S04,frozen,12,45,11,0,2026-06-08T15:52:01.232755
EVT343976,P009,S03,snacks,6,50,18,0,2026-06-08T15:52:01.232757
EVT396621,P006,S03,dairy,11,40,8,1,2026-06-08T15:52:01.232759
EVT653146,P007,S02,bakery,6,35,12,0,2026-06-08T15:52:01.232762
EVT896559,P015,S04,household,5,30,12,0,2026-06-08T15:52:01.232764
EVT425832,P008,S01,snacks,50,50,6,1,2026-06-08T15:52:01.232766
EVT781013,P020,S04,snacks,23,50,1,0,2026-06-08T15:52:01.232769
EVT595695,P017,S01,bakery,16,35,4,0,2026-06-08T15:52:01.232771
EVT150841,P009,S03,household,6,30,0,0,2026-06-08T15:52:01.232774
EVT566448,P009,S03,snacks,17,50,12,0,2026-06-08T15:52:01.232776
EVT202666,P007,S03,beverages,12,60,8,1,2026-06-08T15:52:01.232779
EVT629389,P011,S02,dairy,13,40,15,0,2026-06-08T15:52:01.232781
EVT508169,P002,S04,frozen,36,45,4,1,2026-06-08T15:52:01.232783
EVT915828,P008,S04,beverages,4,60,0,0,2026-06-08T15:52:01.232786
EVT139007,P015,S04,bakery,2,35,17,0,2026-06-08T15:52:01.232801
EVT834410,P015,S03,dairy,4,40,2,0,2026-06-08T15:52:01.232805
EVT777966,P001,S03,dairy,0,40,10,0,2026-06-08T15:52:01.232808
EVT667702,P020,S01,snacks,7,50,13,0,2026-06-08T15:52:01.232812
EVT461729,P014,S04,frozen,17,45,15,0,2026-06-08T15:52:01.232815
EVT276267,P016,S04,bakery,23,35,5,0,2026-06-08T15:52:01.232819
EVT701883,P016,S03,snacks,27,50,1,0,2026-06-08T15:52:01.232823
EVT586843,P008,S01,dairy,27,40,3,0,2026-06-08T15:52:01.232826
EVT390079,P009,S04,frozen,5,45,12,0,2026-06-08T15:52:01.232829
EVT319956,P015,S02,bakery,32,35,5,0,2026-06-08T15:52:01.232833
EVT607517,P010,S02,frozen,4,45,13,0,2026-06-08T15:52:01.232836
EVT270872,P008,S02,snacks,49,50,6,0,2026-06-08T15:52:01.232838
EVT169892,P007,S02,bakery,1,35,15,0,2026-06-08T15:52:01.232841
EVT505718,P008,S01,beverages,0,60,7,1,2026-06-08T15:52:01.232843
EVT140491,P018,S03,frozen,0,45,1,0,2026-06-08T15:52:01.232846
EVT840723,P017,S04,frozen,19,45,13,0,2026-06-08T15:52:01.232849
EVT683433,P010,S01,snacks,20,50,10,0,2026-06-08T15:52:01.232852
EVT411581,P015,S02,household,16,30,0,0,2026-06-08T15:52:01.232854
EVT208138,P004,S04,bakery,31,35,4,0,2026-06-08T15:52:01.232857
EVT437644,P018,S01,household,23,30,4,0,2026-06-08T15:52:01.232859
EVT367468,P014,S04,dairy,6,40,5,0,2026-06-08T15:52:01.232862
EVT628106,P015,S02,beverages,56,60,0,0,2026-06-08T15:52:01.232864
EVT767691,P013,S01,household,19,30,0,0,2026-06-08T15:52:01.232867
EVT809491,P005,S01,beverages,60,60,1,0,2026-06-08T15:52:01.232870
EVT410232,P017,S04,frozen,23,45,3,0,2026-06-08T15:52:01.232877
EVT623057,P005,S01,household,13,30,15,0,2026-06-08T15:52:01.232880
EVT309577,P012,S04,dairy,19,40,4,0,2026-06-08T15:52:01.232883
EVT175412,P001,S04,household,15,30,4,1,2026-06-08T15:52:01.232885
EVT400602,P002,S01,frozen,4,45,13,0,2026-06-08T15:52:01.232888
EVT499940,P017,S01,beverages,3,60,17,0,2026-06-08T15:52:01.232890
EVT729682,P019,S02,snacks,1,50,5,0,2026-06-08T15:52:01.232894
EVT719684,P018,S04,dairy,40,40,5,0,2026-06-08T15:52:01.232897
EVT259030,P011,S04,beverages,21,60,12,0,2026-06-08T15:52:01.233226
EVT778312,P008,S02,frozen,3,45,8,1,2026-06-08T15:52:01.233229
EVT150154,P018,S04,beverages,6,60,2,0,2026-06-08T15:52:01.233231
EVT514821,P015,S04,beverages,30,60,1,0,2026-06-08T15:52:01.233233
EVT609791,P004,S01,dairy,31,40,1,0,2026-06-08T15:52:01.233236
EVT846232,P017,S01,frozen,13,45,12,0,2026-06-08T15:52:01.233238
EVT655964,P009,S03,household,12,30,15,0,2026-06-08T15:52:01.233241
EVT928954,P004,S03,snacks,47,50,5,0,2026-06-08T15:52:01.233243
EVT834518,P003,S04,beverages,25,60,14,0,2026-06-08T15:52:01.233246
EVT726628,P018,S02,dairy,17,40,16,0,2026-06-08T15:52:01.233248
EVT232948,P004,S02,dairy,2,40,11,0,2026-06-08T15:52:01.233251
EVT721020,P003,S03,beverages,58,60,0,0,2026-06-08T15:52:01.233253
EVT542118,P001,S03,bakery,33,35,4,0,2026-06-08T15:52:01.233256
EVT992760,P009,S02,household,21,30,5,0,2026-06-08T15:52:01.233258
EVT550478,P014,S01,beverages,42,60,4,0,2026-06-08T15:52:01.233260
EVT854921,P017,S01,frozen,45,45,1,0,2026-06-08T15:52:01.233263
EVT133300,P002,S02,frozen,9,45,15,0,2026-06-08T15:52:01.233265
EVT802888,P016,S02,beverages,0,60,4,0,2026-06-08T15:52:01.233267
EVT326683,P001,S04,bakery,4,35,12,1,2026-06-08T15:52:01.233270
EVT572648,P012,S02,dairy,1,40,16,0,2026-06-08T15:52:01.233272
EVT612137,P013,S02,frozen,2,45,17,0,2026-06-08T15:52:01.233274
EVT424688,P006,S01,frozen,32,45,5,1,2026-06-08T15:52:01.233277
EVT772310,P018,S03,frozen,9,45,7,1,2026-06-08T15:52:01.233279
EVT335670,P008,S01,dairy,36,40,5,1,2026-06-08T15:52:01.233282
EVT729499,P011,S01,household,9,30,11,0,2026-06-08T15:52:01.233285
EVT581096,P006,S03,bakery,1,35,13,0,2026-06-08T15:52:01.233287
EVT428420,P006,S02,frozen,35,45,4,0,2026-06-08T15:52:01.233289
EVT681231,P004,S02,bakery,34,35,3,0,2026-06-08T15:52:01.233292
EVT779218,P005,S03,frozen,9,45,9,0,2026-06-08T15:52:01.233294
EVT840390,P016,S03,beverages,43,60,1,0,2026-06-08T15:52:01.233297
EVT469810,P019,S01,bakery,0,35,7,1,2026-06-08T15:52:01.233303
EVT785339,P011,S03,dairy,4,40,16,0,2026-06-08T15:52:01.233305
EVT954445,P007,S01,beverages,2,60,4,0,2026-06-08T15:52:01.233308
EVT888713,P016,S01,beverages,9,60,11,1,2026-06-08T15:52:01.233310
EVT200219,P013,S04,dairy,8,40,18,0,2026-06-08T15:52:01.233313
EVT933961,P013,S02,bakery,30,35,3,0,2026-06-08T15:52:01.233315
EVT481585,P013,S01,snacks,34,50,1,0,2026-06-08T15:52:01.233317
EVT700546,P010,S02,frozen,21,45,6,0,2026-06-08T15:52:01.233320
EVT740186,P018,S03,dairy,1,40,0,0,2026-06-08T15:52:01.233322
EVT625317,P018,S03,bakery,15,35,10,0,2026-06-08T15:52:01.233324
EVT991640,P001,S02,household,1,30,1,0,2026-06-08T15:52:01.233327
EVT649230,P011,S01,bakery,26,35,2,0,2026-06-08T15:52:01.233329
EVT513762,P002,S03,frozen,20,45,0,0,2026-06-08T15:52:01.233331
EVT339184,P015,S01,bakery,16,35,1,0,2026-06-08T15:52:01.233334
EVT291211,P010,S04,frozen,36,45,1,0,2026-06-08T15:52:01.233336
EVT155057,P018,S01,household,2,30,3,0,2026-06-08T15:52:01.233339
EVT888860,P019,S03,beverages,17,60,8,0,2026-06-08T15:52:01.233341
EVT736135,P014,S03,dairy,33,40,3,0,2026-06-08T15:52:01.233343
EVT216890,P006,S02,snacks,3,50,14,1,2026-06-08T15:52:01.233346
EVT429155,P013,S04,household,4,30,5,0,2026-06-08T15:52:01.233349
EVT175226,P009,S01,frozen,18,45,15,0,2026-06-08T15:52:01.233351
EVT860893,P012,S01,household,21,30,5,0,2026-06-08T15:52:01.233354
EVT459556,P020,S01,household,8,30,15,0,2026-06-08T15:52:01.233356
EVT430243,P015,S03,snacks,11,50,12,1,2026-06-08T15:52:01.233358
EVT808740,P020,S04,dairy,6,40,17,0,2026-06-08T15:52:01.233361
EVT130695,P015,S02,dairy,5,40,5,0,2026-06-08T15:52:01.233363
EVT102846,P003,S01,dairy,3,40,16,0,2026-06-08T15:52:01.233366
EVT398863,P008,S02,frozen,5,45,18,0,2026-06-08T15:52:01.233368
EVT264868,P020,S03,snacks,0,50,0,0,2026-06-08T15:52:01.233370
EVT140366,P018,S01,household,17,30,0,0,2026-06-08T15:52:01.233373
EVT475103,P002,S01,bakery,7,35,16,0,2026-06-08T15:52:01.233375
EVT455825,P015,S01,frozen,45,45,3,0,2026-06-08T15:52:01.233377
EVT885001,P017,S03,beverages,5,60,14,1,2026-06-08T15:52:01.233380
EVT320209,P020,S04,beverages,26,60,11,0,2026-06-08T15:52:01.233382
EVT562844,P017,S01,frozen,6,45,12,0,2026-06-08T15:52:01.233385
EVT807446,P008,S02,beverages,6,60,4,0,2026-06-08T15:52:01.233387
EVT156907,P012,S04,snacks,46,50,1,0,2026-06-08T15:52:01.233389
EVT677522,P018,S03,beverages,57,60,0,0,2026-06-08T15:52:01.233392
EVT904257,P017,S04,dairy,24,40,1,0,2026-06-08T15:52:01.233394
EVT546565,P019,S01,dairy,20,40,1,0,2026-06-08T15:52:01.233485
EVT284196,P007,S04,beverages,17,60,14,0,2026-06-08T15:52:01.233489
EVT450524,P017,S04,bakery,21,35,6,1,2026-06-08T15:52:01.233492
EVT875920,P016,S03,snacks,39,50,6,0,2026-06-08T15:52:01.233495
EVT977810,P009,S01,bakery,18,35,0,0,2026-06-08T15:52:01.233497
EVT636082,P007,S01,household,26,30,2,0,2026-06-08T15:52:01.233500
EVT594474,P013,S03,beverages,32,60,1,0,2026-06-08T15:52:01.233502
EVT629865,P015,S02,snacks,16,50,15,0,2026-06-08T15:52:01.233505
EVT808638,P017,S04,bakery,18,35,5,1,2026-06-08T15:52:01.233507
EVT696486,P003,S03,frozen,42,45,1,0,2026-06-08T15:52:01.233510
EVT665435,P010,S02,snacks,26,50,6,0,2026-06-08T15:52:01.233512
EVT218857,P007,S01,frozen,27,45,6,0,2026-06-08T15:52:01.233515
EVT334367,P019,S01,snacks,16,50,12,0,2026-06-08T15:52:01.233518
EVT635615,P011,S01,bakery,19,35,0,0,2026-06-08T15:52:01.233520
EVT703182,P013,S04,frozen,7,45,3,0,2026-06-08T15:52:01.233523
EVT205346,P005,S02,bakery,22,35,2,0,2026-06-08T15:52:01.233525
EVT355927,P017,S03,snacks,20,50,13,0,2026-06-08T15:52:01.233528
EVT554583,P005,S04,snacks,30,50,6,0,2026-06-08T15:52:01.233530
EVT281141,P017,S03,household,15,30,11,1,2026-06-08T15:52:01.233532
EVT135233,P001,S02,snacks,38,50,2,0,2026-06-08T15:52:01.233536
EVT598651,P003,S01,dairy,12,40,10,0,2026-06-08T15:52:01.233539
EVT461980,P010,S02,household,17,30,0,0,2026-06-08T15:52:01.233541
EVT814341,P005,S02,bakery,33,35,1,0,2026-06-08T15:52:01.233544
EVT551544,P016,S03,frozen,33,45,1,0,2026-06-08T15:52:01.233546
EVT787899,P020,S01,beverages,5,60,15,0,2026-06-08T15:52:01.233548
EVT752540,P001,S02,household,16,30,9,1,2026-06-08T15:52:01.233551
EVT276398,P010,S02,frozen,9,45,11,1,2026-06-08T15:52:01.233553
EVT737579,P011,S03,dairy,12,40,6,1,2026-06-08T15:52:01.233556
EVT782248,P012,S03,bakery,1,35,12,1,2026-06-08T15:52:01.233558
EVT163490,P013,S03,beverages,4,60,0,0,2026-06-08T15:52:01.233561
EVT411991,P002,S03,snacks,2,50,14,1,2026-06-08T15:52:01.233563
EVT463132,P006,S03,snacks,9,50,2,0,2026-06-08T15:52:01.233566
EVT517823,P007,S04,bakery,4,35,11,1,2026-06-08T15:52:01.233568
EVT898883,P018,S04,dairy,15,40,7,0,2026-06-08T15:52:01.233571
EVT614701,P005,S03,dairy,21,40,3,0,2026-06-08T15:52:01.233573
EVT694570,P019,S02,beverages,27,60,2,1,2026-06-08T15:52:01.233576
EVT664914,P009,S03,snacks,3,50,1,0,2026-06-08T15:52:01.233578
EVT441675,P016,S02,bakery,17,35,6,1,2026-06-08T15:52:01.233581
EVT871051,P019,S01,household,11,30,8,0,2026-06-08T15:52:01.233583
EVT780791,P012,S01,bakery,17,35,2,0,2026-06-08T15:52:01.233591
EVT995516,P001,S03,frozen,21,45,5,0,2026-06-08T15:52:01.233593
EVT483600,P017,S03,snacks,18,50,9,0,2026-06-08T15:52:01.233596
EVT568328,P002,S04,snacks,5,50,12,0,2026-06-08T15:52:01.233598
EVT781230,P011,S03,beverages,50,60,1,0,2026-06-08T15:52:01.233601
EVT825043,P016,S02,bakery,27,35,1,0,2026-06-08T15:52:01.233603
EVT933328,P006,S01,frozen,35,45,3,0,2026-06-08T15:52:01.233606
EVT550405,P004,S01,dairy,16,40,8,0,2026-06-08T15:52:01.233608
EVT717584,P003,S02,bakery,30,35,0,0,2026-06-08T15:52:01.233611
EVT848078,P014,S02,household,22,30,3,1,2026-06-08T15:52:01.233613
EVT136207,P006,S01,beverages,11,60,10,1,2026-06-08T15:52:01.233616
EVT594087,P013,S01,dairy,6,40,10,0,2026-06-08T15:52:01.233618
EVT129248,P007,S03,bakery,15,35,1,0,2026-06-08T15:52:01.233621
EVT374279,P009,S03,beverages,42,60,1,0,2026-06-08T15:52:01.233624
EVT905748,P009,S03,beverages,5,60,14,0,2026-06-08T15:52:01.233626
EVT885661,P011,S01,bakery,33,35,0,0,2026-06-08T15:52:01.233629
EVT501174,P015,S03,dairy,39,40,6,0,2026-06-08T15:52:01.233631
EVT547699,P020,S04,snacks,22,50,2,0,2026-06-08T15:52:01.233634
EVT303216,P002,S02,household,5,30,0,0,2026-06-08T15:52:01.233636
EVT596775,P005,S02,beverages,40,60,4,0,2026-06-08T15:52:01.233639
EVT217469,P014,S02,frozen,45,45,2,0,2026-06-08T15:52:01.233642
EVT887700,P017,S03,household,4,30,5,0,2026-06-08T15:52:01.233644
EVT554492,P002,S01,bakery,6,35,6,1,2026-06-08T15:52:01.233647
EVT513056,P018,S01,household,14,30,2,0,2026-06-08T15:52:01.233649
EVT264166,P017,S03,dairy,24,40,2,0,2026-06-08T15:52:01.233652
EVT598522,P019,S02,snacks,46,50,5,0,2026-06-08T15:52:01.233654
EVT638066,P014,S02,dairy,24,40,1,0,2026-06-08T15:52:01.233657
EVT868717,P014,S03,beverages,5,60,11,0,2026-06-08T15:52:01.233659
EVT220701,P017,S01,snacks,40,50,1,0,2026-06-08T15:52:01.233662
EVT158186,P001,S02,beverages,1,60,12,0,2026-06-08T15:52:01.233664
EVT313827,P005,S01,beverages,5,60,14,0,2026-06-08T15:52:01.233667
EVT289917,P007,S03,snacks,36,50,3,0,2026-06-08T15:52:01.233669
EVT742426,P003,S03,snacks,9,50,3,0,2026-06-08T15:52:01.233671
EVT157538,P014,S04,snacks,13,50,11,0,2026-06-08T15:52:01.233674
EVT786840,P006,S04,beverages,0,60,10,0,2026-06-08T15:52:01.233676
EVT918906,P002,S04,household,7,30,0,0,2026-06-08T15:52:01.233679
EVT146468,P015,S04,beverages,13,60,9,1,2026-06-08T15:52:01.233681
EVT305310,P013,S04,beverages,8,60,2,0,2026-06-08T15:52:01.233684
EVT891638,P009,S03,beverages,51,60,4,0,2026-06-08T15:52:01.233686
EVT965401,P017,S04,snacks,9,50,2,0,2026-06-08T15:52:01.233689
EVT663813,P020,S02,frozen,36,45,2,0,2026-06-08T15:52:01.233692
EVT286441,P011,S04,frozen,15,45,8,0,2026-06-08T15:52:01.233694
EVT420792,P007,S02,snacks,24,50,2,0,2026-06-08T15:52:01.233697
EVT997446,P005,S02,dairy,9,40,6,1,2026-06-08T15:52:01.233699
EVT680512,P016,S02,frozen,3,45,7,1,2026-06-08T15:52:01.233706
EVT499049,P011,S01,snacks,49,50,2,0,2026-06-08T15:52:01.233709
EVT405379,P019,S01,beverages,42,60,1,0,2026-06-08T15:52:01.233712
EVT891759,P010,S03,bakery,18,35,2,0,2026-06-08T15:52:01.233714
EVT187237,P008,S04,dairy,8,40,15,0,2026-06-08T15:52:01.233717
EVT810583,P003,S01,frozen,5,45,15,0,2026-06-08T15:52:01.233719
EVT167046,P008,S04,beverages,17,60,8,0,2026-06-08T15:52:01.233722
EVT337491,P001,S01,dairy,30,40,6,0,2026-06-08T15:52:01.233724
EVT729471,P014,S04,dairy,11,40,11,0,2026-06-08T15:52:01.233727
EVT152849,P007,S04,bakery,17,35,10,0,2026-06-08T15:52:01.233729
EVT930287,P010,S03,household,23,30,2,0,2026-06-08T15:52:01.233732
EVT585059,P002,S03,snacks,2,50,12,0,2026-06-08T15:52:01.233734
EVT231456,P017,S01,frozen,25,45,1,1,2026-06-08T15:52:01.233737
EVT435528,P008,S01,snacks,50,50,4,0,2026-06-08T15:52:01.233739
EVT319215,P007,S04,bakery,29,35,1,1,2026-06-08T15:52:01.233742
EVT997104,P014,S04,frozen,27,45,5,0,2026-06-08T15:52:01.233745
